"State.Abbreviation"	"St.FIPS"	"OoERMort"	"OoERFemale"	"OoERMale"	"OoERAge.20"	"OoERAge20_39"	"OoERAge40_64"	"OoERAge65plus"	"OoERAsian"	"OoERBlack"	"OoERNativeAmer"	"OoERWhite"	"OoERNotHispanic"	"OoERHispanic"	"OoERMort.SE"	"N.Female"	"N.Male"	"N.Age.20"	"N.Age20_39"	"N.Age40_64"	"N.Age65plus"	"N.Asian"	"N.Black"	"N.NativeAmer"	"N.White"	"N.NotHispanic"	"N.Hispanic"	"County.Population"	"Race.2.County"	"Race.3.County"	"Race.4.County"	"Hispanic.County"	"Age.County"	"County.Name"	"City.Names"	"Cities.Population"	"rev_general"	"own_source_rev"	"tax_income_indiv"	"tax_income_corp"	"tax_property"	"spending_general"	"spending_direct"	"education"	"social_services"	"public_welfare"	"health"	"hospitals"	"transportation"	"public_safety"	"envir_housing"	"PCI2005"	"Sub.HS.2000"	"HS.2000"	"Some.College.2000"	"College.2000"	"State"	"State.Total"	"State.EducationPrimSec"	"State.EducationPostSec"	"State.Welfare"	"State.HealthHospitals"	"State.Highways"	"State.Police"	"State.Other"	"State.X"	"State.Code2D"
"AK"	"AK020"	1.0300917351273	0.85821060415652	1.24555597465982	1.11274017348923	1.28821090968253	1.00096007093321	1.01266880157527	0.0964345754206306	0.79741075050533	1.94460197074435	13.5047535091316	1.03339954093988	0.93033534075533	0.00852714428142357	1434266	1482065	829067	905907	956005	225352	332840	218601	283306	2081584	2684475	231856	2916331	0.0749575408278416	0.0971446656775243	0.114129706127322	0.0795026353318605	34.6341245215307	"1"	"AK: Anchorage"	274484	4000.14	2416.35	0	0	1535.1	4301.49	5083.96	2554.96	106.4	0	106.4	0	358.98	583.81	373.45	44279	9.7	24.2	37.2	28.9	"Alaska"	13187.67486	2593.104989	819.3886761	2072.45864	442.9608994	1802.319828	309.1809532	5148.260879	NA	2
"AK"	"AK090"	0.947553442052856	0.673521169637549	1.3413741000291	0.963590747307202	0.948771527687013	0.88075815158236	0.990826857298825	0.0138620354979526	0.665082331175453	1.5580132803367	52.8488788177913	0.954891217132424	0.627973716658271	0.0146770866568205	455056	515362	276279	334407	293280	66452	36188	58552	86328	789350	907813	62605	970418	0.0603368857543863	0.0889596029752127	0.0372911467017306	0.0645134364778889	33.4563528293993	"Fairbanks North Star"	"AK: Fairbanks"	30839	4228.62	2337.35	0	0	1444.84	3957.48	4031.84	2139.74	50.43	0	50.43	0	290.86	489.01	251.14	36684	8.2	25.5	39.3	27	"Alaska"	13187.67486	2593.104989	819.3886761	2072.45864	442.9608994	1802.319828	309.1809532	5148.260879	NA	2
"AL"	"AL073"	1.17756055702541	1.26842513479661	1.09496768745913	1.28861661111355	1.43657522882098	1.22611966579588	1.14247906676904	0.0050461765096284	1.16262996213417	0.318294670335337	229.694663320866	1.17931701742455	0.933810393090784	0.00446282649633802	3465782	3112001	1717421	1812277	2160977	887108	104368	2812879	24086	3636450	6343586	234197	6577783	0.427633292250596	0.00366172006586414	0.0158667441598484	0.0356042453817646	38.1657877737834	"Jefferson"	"AL: Birmingham"	227574	4976.67	3227.04	374.47	0	806.44	5774.64	6720.07	1873	289.73	35.96	112.71	141.06	289.09	797.78	1517.86	37827	19.1	27.9	28.4	24.6	"Alabama"	6030.50721	1270.358144	763.9275636	964.1682741	1033.728135	380.9983139	179.8260538	1437.500725	NA	1
"AL"	"AL097"	1.22055401957156	1.20549815663089	1.23529287880036	1.1803065333804	1.50463346839757	1.2869875443713	1.1813323808095	0.00731148886817477	1.16783997023027	0.927208086608293	166.166543202634	1.22610547137682	0.597441811861631	0.00599782655403326	2141264	1971724	1134943	1086889	1341566	549590	83842	1457287	40738	2531121	4015613	97375	4112988	0.35431345775869	0.00990472133641042	0.0203846935609829	0.0236750022125034	37.6654812754134	"Mobile"	"AL: Mobile"	196175	4072.54	2450.09	0	0	480.05	4120.11	4337.79	1566.57	187.48	16.09	171.38	0	253.62	546.84	789.73	27230	23.3	31.9	26.2	18.6	"Alabama"	6030.50721	1270.358144	763.9275636	964.1682741	1033.728135	380.9983139	179.8260538	1437.500725	NA	1
"AL"	"AL101"	1.08945638445576	1.13547588794155	1.04556505063892	1.20582829675965	1.10078488857919	1.04131869137131	1.1022810309849	0.00704709377792129	1.06414106956214	0.579904080664474	114.332213108372	1.09100701054524	0.872854836659827	0.00760075572843194	1197401	1082184	619085	664253	715578	280669	55202	1275926	8150	940307	2206190	73395	2279585	0.559718545261528	0.00357521215484397	0.0242158112112512	0.0321966498288066	36.9174935350075	"Montgomery"	"AL: Montgomery"	200763	3002.65	1656.02	0	0	307.21	3165.97	3546.53	1295.75	69.67	5.49	64.18	0	232.45	512.93	456.01	33927	19.7	24.3	27.4	28.5	"Alabama"	6030.50721	1270.358144	763.9275636	964.1682741	1033.728135	380.9983139	179.8260538	1437.500725	NA	1
"AR"	"AR119"	1.10783490702178	1.15770399910289	1.0609596641187	1.25157379208812	1.33964334125461	1.13929058252109	1.0760558696933	0.00858112719343816	1.12956200873543	0.452145017914304	144.317003336085	1.11179295524869	0.805377356976293	0.00597339281416271	1996255	1841597	1010875	1102360	1247533	477084	86877	1384967	23230	2342778	3626936	210916	3837852	0.360870351436168	0.00605286498801934	0.0226368812554523	0.0549567831172229	37.4478553367873	"Pulaski"	"AR: Little Rock"	185604	4008.55	2080.56	0	0	556.4	4040.95	4211.91	1765.78	140.07	26.05	114.02	0	411.02	616.33	564.69	38834	15.6	27.1	29.2	28.1	"Arkansas"	5369.382657	1382.432184	613.4363526	1147.165309	359.7817696	400.3247639	160.3424836	1305.899794	NA	5
"AR"	"AR131"	1.21359160393414	1.25184471716079	1.17724375513952	1.06062057645412	1.56500714400125	1.35879234927211	1.1587261149936	0.0182435932935811	1.10501997440308	0.356086491769511	79.024051553998	1.22656662041901	0.747765544207221	0.0110886942506904	640002	615004	347162	331363	407507	168974	59075	91172	30758	1074001	1100472	154534	1255006	0.0726466646374599	0.0245082493629513	0.0470714881044393	0.123134072665788	37.6065767813062	"Sebastian"	"AR: Ft. Smith"	81908	3746.11	1942.87	0	0	385.57	3719.34	4443.97	1654.77	5.12	2.96	2.15	0	477.09	433.15	731.19	29842	23.4	31.2	28.8	16.6	"Arkansas"	5369.382657	1382.432184	613.4363526	1147.165309	359.7817696	400.3247639	160.3424836	1305.899794	NA	5
"AZ"	"AZ013"	0.933860213283444	0.873911348345505	0.99850924483807	1.12664884358691	1.11282980791959	0.961297386557397	0.911521892369763	0.0145621502341666	0.881353528869143	1.40995829283926	64.602412320258	0.91572765718159	1.1038938197111	0.00183076063195419	19598266	19227580	11166628	11002384	11776121	4880713	1682090	2330780	1122100	33690876	27348962	11476884	38825846	0.0600316603532606	0.0289008512525394	0.0433239754775723	0.295599070783931	36.4430420395733	"Maricopa"	"AZ: Mesa,AZ: Phoenix"	1805638	4725.61474749091	2692.86315109119	0	0	1008.54341405088	4422.51950514998	5827.9077239347	1524.89919850491	348.149369951231	149.069369951231	27.75	171.33	505.26146976858	672.932191048261	623.234416272808	35479	17.5	23.1	33.5	25.9	"Arizona"	5648.12812	1188.82248	590.5561787	1012.41823	385.4131398	354.5635723	262.4782992	1853.876221	NA	4
"AZ"	"AZ019"	0.977130740000603	0.911592303685026	1.04747172548837	1.18944557242377	1.40134277878453	1.13356415306525	0.920845964456245	0.0100900743277045	0.878822330579894	1.8663105672615	90.8231830976908	0.946587756457327	1.16721792281272	0.00337041840175734	4988732	4821654	2541400	2630288	3061488	1577210	334672	441389	439719	8594606	6405225	3405161	9810386	0.0449920115273752	0.0448217837707915	0.0341140501505241	0.347097555590575	38.9928122603942	"Pima"	"AZ: Tucson"	499583	4532.13	2392.76	0	0	1005.39	4697.41	5194.65	1348.54	538.49	132.25	33.83	372.42	456.86	788.94	596.99	30861	16.6	23.3	33.4	26.7	"Arizona"	5648.12812	1188.82248	590.5561787	1012.41823	385.4131398	354.5635723	262.4782992	1853.876221	NA	4
"CA"	"CA001"	0.937708348420521	0.938271228291943	0.937136950408019	0.848826999509269	0.909498636710234	0.886833258523301	0.958714149341253	0.23733538833656	1.0197225634197	0.958136758896894	3.67794310340884	0.93958578705815	0.920997539711366	0.00307415619672932	7800023	7499978	3815974	4604021	5122680	1757326	4531708	2124132	215213	8428948	11899814	3400187	15300001	0.138832147788749	0.0140662082309668	0.296190046000651	0.222234429919318	37.5049631369305	"Alameda"	"CA: Fremont,CA: Oakland"	592956	7701.76219270907	4384.47434764131	0	0	1433.26969518818	7583.8712399065	8810.5585971809	1593.19747001464	1351.10942059782	464.608916749304	360.680503848515	525.83	885.135159607121	1131.53653964206	1191.45726542948	43635	17.6	19	28.4	34.9	"California"	7678.001776	1723.78043	649.5490964	1238.106357	711.5883265	340.7904551	332.6841008	2681.50301	NA	6
"CA"	"CA019"	1.12228156601028	1.06177272953268	1.18631622782606	1.22763939152041	1.25729525758043	1.22844771912235	1.07899744960997	0.0884677050245087	1.10422227618206	0.97140071081811	17.2949616584163	1.11084918346741	1.15692254719073	0.00450211106904227	4667046	4652703	3061115	2691813	2598073	968748	1018557	598102	302891	7400199	4618529	4701220	9319749	0.0641757626734368	0.0324999096005697	0.109290175089479	0.504436331922673	34.0129377411344	"Fresno"	"CA: Fresno"	460601	5424.97	1992.54	0	0	552.43	5581.62	6124.57	2330.82	1042.83	670.39	314.7	57.74	306.01	683.01	646.41	28206	32.5	21.1	28.9	17.5	"California"	7678.001776	1723.78043	649.5490964	1238.106357	711.5883265	340.7904551	332.6841008	2681.50301	NA	6
"CA"	"CA029"	1.22602291751795	1.06422521239699	1.41692750814047	1.18703477958227	1.2958156398669	1.3069299133664	1.192410269762	0.0391841033099063	1.06778683808381	0.976846030832302	38.4188095919656	1.25228924476759	1.13694338464911	0.00524872051184467	4075750	4323563	2790008	2448608	2382418	778279	447908	579407	245720	7126278	4249597	4149716	8399313	0.0689826656061037	0.029254773574934	0.053326742318092	0.494054216100769	33.4357408159453	"Kern"	"CA: Bakersfield"	287976	6190.69	2636.71	0	0	825.01	6007.21	6375.33	2656	1176.54	574.19	203.84	398.51	248	798.78	537.19	26539	31.5	25.4	29.6	13.5	"California"	7678.001776	1723.78043	649.5490964	1238.106357	711.5883265	340.7904551	332.6841008	2681.50301	NA	6
"CA"	"CA037"	0.952279225117454	0.918083738958421	0.987872012411623	0.890600392453298	0.897861497792153	0.950173594592337	0.958122279701391	0.143678188890019	0.983884090211018	0.833348319185589	6.6612296135632	0.958661708316952	0.933209538085969	0.00124189183441238	50115890	48706781	26807314	29836996	31113913	11064448	15091597	9746699	1633325	72351050	51694124	47128547	98822671	0.098628168024319	0.0165278370182891	0.152713915210812	0.476900153811872	36.4345996679244	"Los Angeles"	"CA: Long Beach,CA: Los Angeles"	4261431	7176.23178728225	3869.27294170902	0	0	967.075212420429	6914.2364603463	9010.37958144342	2204.35833985344	1246.68245503447	578.98	301.742455034471	365.96	528.627574896789	1179.07674285234	800.117440913627	37326	30.1	18.8	26.2	24.9	"California"	7678.001776	1723.78043	649.5490964	1238.106357	711.5883265	340.7904551	332.6841008	2681.50301	NA	6
"CA"	"CA059"	0.884935137178726	0.889493251692399	0.880268454836595	0.811962091555863	0.804650051362753	0.781400670396091	0.920242018128047	0.115569835112261	0.679156919638634	0.819939710199289	7.37678246554491	0.892104827216232	0.840976319659019	0.00209629653017105	15352747	15015966	8187048	8538671	9997736	3645258	5958507	697427	377431	23335348	20199293	10169420	30368713	0.0229653130180393	0.0124282843332874	0.196205449997173	0.334865030335662	37.1728917027205	"Orange"	"CA: Anaheim,CA: Huntington Beach,CA: Santa Ana"	860866	5292.96761387951	2850.55622834448	0	0	1011.01720394347	5213.84825372358	6427.07763507909	2100.73353360453	478.976384477956	306.91	172.06416075208	0	201.89157267217	720.959582013925	763.010635360207	47377	20.5	17.5	31.2	30.8	"California"	7678.001776	1723.78043	649.5490964	1238.106357	711.5883265	340.7904551	332.6841008	2681.50301	NA	6
"CA"	"CA065"	0.972851243859262	0.867990089670853	1.09220679619016	0.908522998306645	1.03932845648437	1.00910589807481	0.961423730231522	0.0350902424379447	0.865380977571453	1.10724007882787	28.2536422056649	0.975481840689098	0.961196612926228	0.00255133344492684	11053074	10961006	6821576	5930308	6567656	2694540	1608910	1678241	468092	18258837	11956123	10057957	22014080	0.0762348914876297	0.0212633005785388	0.0730854980085473	0.456887455664738	35.7740477912318	"Riverside"	"CA: Riverside"	282520	5583.43	2644.77	0	0	744.94	5442.39	6727.81	1956.99	978.12	422.45	232.99	322.68	254.55	913.56	529.02	29450	25	24.7	33.7	16.6	"California"	7678.001776	1723.78043	649.5490964	1238.106357	711.5883265	340.7904551	332.6841008	2681.50301	NA	6
"CA"	"CA067"	1.06069614082939	1.05197429905822	1.06952073425504	0.990419272237904	1.03039046443545	1.11967032809891	1.0460771222097	0.132818318583031	0.972979026601057	1.16612314716088	9.67231376095966	1.06288143668904	1.03748755815438	0.00330325956565109	7297255	6995568	3995618	4104715	4523425	1669065	2477016	1770531	276591	9768685	11214798	3078025	14292823	0.123875528298363	0.0193517403804693	0.173304881757789	0.215354587403762	36.5603610637311	"Sacramento"	"CA: Sacramento"	446049	7073.08	3781.13	0	0	838.29	7056.24	8918.64	2193.78	1058.95	621.2	437.75	0	723.55	975.79	931.11	35776	16.7	22.9	35.6	24.8	"California"	7678.001776	1723.78043	649.5490964	1238.106357	711.5883265	340.7904551	332.6841008	2681.50301	NA	6
"CA"	"CA073"	0.916756692470491	0.872871760931295	0.963499787381054	0.833662025231447	0.772320308275651	0.886022790463008	0.935783885343794	0.0718414916924705	0.831858303709589	1.10629433623233	13.2245384370904	0.915861869064625	0.92215599838767	0.00206164275951976	15534938	15665483	8166017	9661303	9699328	3673773	4031691	1959421	479118	24730191	21210922	9989499	31200421	0.0628011077158222	0.0153561389444072	0.129219121754799	0.320171929731333	36.7507986190315	"San Diego"	"CA: San Diego"	1256969	5745.7	3270.54	0	0	1225.04	5880.7	6960.77	2012.76	696.06	435.56	260.5	0	286.89	750.88	1096.52	41885	17.4	19.9	33.2	29.5	"California"	7678.001776	1723.78043	649.5490964	1238.106357	711.5883265	340.7904551	332.6841008	2681.50301	NA	6
"CA"	"CA075"	0.957146202215862	0.880904392769692	1.03858076144331	0.804678460498068	0.743241091102375	1.05333782348225	0.946831153615435	0.489436445613172	1.18229484435163	0.969343458957035	1.8645156143486	0.955278622089887	0.976197094634821	0.00403328140874227	4007549	4134810	1250275	3034732	2722155	1135197	2915874	557939	81490	4587056	6920546	1221813	8142359	0.0685230164869911	0.0100081561129889	0.358111697113822	0.150056390291806	40.6590390450728	"23"	"CA: San Francisco"	761325	9584.19	5966.07	0	0	1708.62	9862.57	12448.03	1008.38	2778.8	719.55	1089.43	969.81	1068.32	1241.13	1203.66	66190	18.8	13.9	22.3	45	"California"	7678.001776	1723.78043	649.5490964	1238.106357	711.5883265	340.7904551	332.6841008	2681.50301	NA	6
"CA"	"CA077"	1.1635414735235	1.0989628643325	1.23135423487853	1.12931514250596	1.29377676093777	1.27312806253386	1.12311297011933	0.147592657336304	1.10172573651764	1.12710569159126	10.7475693302613	1.17526510169655	1.10861849831348	0.00527131918715333	3464974	3438259	2214990	1876201	2069423	742619	1192559	628748	159212	4922714	4215370	2687863	6903233	0.0910802228463098	0.0230633965273952	0.17275369381274	0.389362926037699	34.8976460739483	"San Joaquin"	"CA: Stockton"	275759	5786.72	2746.06	0	0	654.47	6141.63	6410.12	2374.59	1064.09	513.89	213.56	336.64	334.1	860.59	520.49	30073	28.8	25.2	31.5	14.5	"California"	7678.001776	1723.78043	649.5490964	1238.106357	711.5883265	340.7904551	332.6841008	2681.50301	NA	6
"CA"	"CA085"	0.852676939679168	0.82510781469042	0.882091463356816	0.72527064447366	0.686168252012708	0.788859539677856	0.883555100737144	0.210857367798028	0.742378878424839	0.8266553093627	3.55147486618121	0.841321298134097	0.92681230798689	0.00280388764701339	8958606	9056063	4725748	5326800	5917470	2044651	6279198	592091	275578	10867802	13260574	4754095	18014669	0.0328671595353764	0.015297422339539	0.348560276072794	0.263901323971037	36.9567688698582	"Santa Clara"	"CA: San Jose"	888841	6467.23	4063.21	0	0	1558.63	6850.3	7601.88	1830.92	1249.8	412.42	285.18	552.21	536.51	772.43	952.11	53510	16.6	15.9	27	40.5	"California"	7678.001776	1723.78043	649.5490964	1238.106357	711.5883265	340.7904551	332.6841008	2681.50301	NA	6
"CA"	"CA099"	1.15325555166178	1.11806353817455	1.18973935396457	1.16270587100376	1.23552130488328	1.24395199836623	1.12102289633112	0.0428488084292865	1.01932567649469	0.885641884489626	35.7108713310193	1.18302000309191	1.01673602592687	0.00593178496274277	2615750	2561961	1626974	1428494	1549375	572868	368031	199386	113767	4496527	2993780	2183931	5177711	0.038508522395321	0.0219724507605774	0.0710798652145707	0.42179468881133	35.1517471716749	"Stanislaus"	"CA: Modesto"	201080	5533.1	2476.31	0	0	574.86	5296.58	7010.77	2197.39	1027.64	474.39	339.77	213.48	278.87	694.12	406.1	28808	29.6	26.1	30.2	14.1	"California"	7678.001776	1723.78043	649.5490964	1238.106357	711.5883265	340.7904551	332.6841008	2681.50301	NA	6
"CO"	"CO005"	0.878018893045243	0.890222477757562	0.865485843808193	0.959897100368156	0.929226368125235	0.75647372119582	0.918915858014394	0.0263659877714728	0.718251269962054	0.99810065896542	33.1431970243259	0.873670661987681	0.948606344875935	0.00480761740590456	2953679	2847496	1604973	1640862	1941606	613734	352160	677049	74850	4697116	4749508	1051667	5801175	0.116708942584907	0.0129025585334006	0.0607049433950881	0.18128517067663	36.548962494667	"Arapahoe"	"CO: Aurora"	293756	4698.03	3207.97	0	0	1262.57	4577.28	5151.82	1965.77	200.33	114.29	86.05	0	290.85	518.55	658.71	41650	9.3	20.5	33.1	37	"Colorado"	6251.884113	1493.269267	629.8287005	697.8730919	514.6568743	476.4534462	257.6251844	2182.177548	NA	8
"CO"	"CO031"	1.05506515870102	1.01751760449546	1.09276328329918	1.16436881451422	0.956888540700151	1.20076034900092	1.0130810144643	0.0221567330967288	0.997124535931514	1.91480923652696	51.3897668883339	0.999879234563198	1.39427641304401	0.00506926602970223	3066422	3065665	1442439	2240157	1798812	650679	251735	701561	143902	5034889	4199906	1932181	6132087	0.114408194143364	0.023467051266559	0.0410520920528362	0.315093539931837	36.3398055180887	"29"	"CO: Denver"	550756	7690.6	5905.19	0	0	1199.18	7785.7	9102.42	1669.11	1222.63	219.19	144.54	858.9	976.6	747.92	1237.05	46343	21.1	20	24.4	34.5	"Colorado"	6251.884113	1493.269267	629.8287005	697.8730919	514.6568743	476.4534462	257.6251844	2182.177548	NA	8
"CO"	"CO041"	0.963186169161599	0.927577333835846	1.00163172210736	1.18231744214915	1.13622954305758	0.888221478161874	0.971988503979244	0.0176808158938659	0.78449167566575	1.04502421010779	58.6139048241824	0.949810607761045	1.17684167566555	0.00497792234793922	3135910	3138526	1808423	1815139	1998279	652595	240785	496590	99327	5437734	5319272	955164	6274436	0.0791449621926178	0.0158304268303956	0.0383755607675335	0.152231053117762	35.6775164333495	"El Paso"	"CO: Colorado Springs"	380716	4967.08	3638.65	0	0	817.07	5091.65	7206.74	1796.99	1332.23	72.79	58.74	1200.71	238.71	511.89	456.78	34234	8.7	22.9	36.6	31.8	"Colorado"	6251.884113	1493.269267	629.8287005	697.8730919	514.6568743	476.4534462	257.6251844	2182.177548	NA	8
"CT"	"CT001"	0.819106446180679	0.900678231049433	0.742733370101702	0.751498113394316	0.766379094536322	0.650379454550071	0.868957872107409	0.0107332995793864	0.767688197910528	0.237510102207017	57.1903506331941	0.81771115439952	0.843161109524904	0.00320332703987791	4737010	4483539	2497025	2184714	3271996	1266814	481969	1136701	47136	7554743	7642136	1578413	9220549	0.123279101927662	0.00511206003026501	0.0522711825510607	0.171184275469931	38.7253988347115	"Fairfield"	"CT: Bridgeport"	141570	5269.61	2362.34	0	0	1781.51	5319.03	5361.74	2223.37	114.67	29.24	85.43	0	134.39	558.19	719.06	74615	15.6	23.5	21	39.9	"Connecticut"	7377.858177	1933.541795	555.3728076	1238.557598	499.3264814	361.1878792	238.8173675	2551.054248	NA	9
"CT"	"CT003"	0.930852290053025	1.02830807465679	0.842908440301898	0.943951456942672	0.940429277684089	0.83305082042243	0.955415117444287	0.0095388038509919	0.77713044258972	0.300338777166108	79.7591306008419	0.915825505668574	1.26271518543197	0.00333497460311723	4605521	4318435	2256193	2226649	3115706	1325408	429301	1365659	48858	7080138	7538660	1385296	8923956	0.153032914998684	0.00547492614262105	0.0481065796379991	0.15523339648918	39.5602771909678	"31"	"CT: Hartford"	124610	7365.82	2668.31	0	0	2035.66	7711.51	8572.16	3757.18	185.95	104.43	81.52	0	207.24	653.03	1342.19	43976	17.6	28.6	24.1	29.6	"Connecticut"	7377.858177	1933.541795	555.3728076	1238.557598	499.3264814	361.1878792	238.8173675	2551.054248	NA	9
"CT"	"CT009"	0.945760776588795	1.04964522455307	0.852587808007783	0.883207189808669	0.951042360527494	0.874390365733636	0.964846514995517	0.00709667854141472	0.880269018818324	0.335710505357845	104.763140514989	0.94162250111632	1.04846693678709	0.00343341438861599	4454897	4140540	2163801	2214062	2954352	1263222	342917	1248667	45494	6958359	7286378	1309059	8595437	0.145270915254222	0.00529280826559487	0.0398952374381896	0.152296968728873	39.371363608389	"32"	"CT: New Haven"	127029	7168.06	2332.02	0	0	1493.68	7540.06	7994.92	3328.5	135.1	106.59	28.51	0	384.2	555.11	1211.7	39958	17	30.8	24.6	27.6	"Connecticut"	7377.858177	1933.541795	555.3728076	1238.557598	499.3264814	361.1878792	238.8173675	2551.054248	NA	9
"DE"	"DE001"	1.05400585785009	1.01201343459103	1.09835260881026	0.906225513849024	1.16723299866457	1.11164535877544	1.03383952909036	0.0107507639565243	0.842669520370044	0.662222863631599	94.1363321559523	1.05934076836932	0.781544494740563	0.00898401963835883	846458	786013	453512	430241	518814	229904	40707	422096	13098	1156570	1535736	96735	1632471	0.258562632965609	0.00802341971159059	0.0249358181554221	0.0592567953733941	37.6175264369168	"Kent"	"DE: Dover"	33163	3113.16	1951.21	0	0	635.25	3329.72	5625.83	1365.39	36.88	0	36.88	0	263.7	479.84	585.5	31075	20.6	32.9	27.8	18.6	"Delaware"	8098.342306	1721.73342	967.0709342	1328.165414	436.5781222	722.4800331	281.1796722	2641.13471	NA	10
"DE"	"DE003"	0.978558574204887	0.997363534888774	0.959860357990329	1.03663334705795	1.05255857180828	0.94698957768668	0.983424032167983	0.0128888870095487	0.900525704741177	0.331622920971238	55.9353977091346	0.979868046239221	0.922302752272063	0.00475504894818462	2792005	2620822	1419365	1486610	1819029	687823	264078	1363179	23209	3762361	4942948	469879	5412827	0.25184233673088	0.00428777790237892	0.0487874450818399	0.0868084274631352	37.8624236466453	"New Castle"	"DE: Wilmington"	72203	6320.95	3750.81	847.3	0	1258.97	6665.35	7675.13	2313.57	25.36	0	25.36	0	491.17	1224.33	1447.9	43140	14.5	29.6	26.3	29.5	"Delaware"	8098.342306	1721.73342	967.0709342	1328.165414	436.5781222	722.4800331	281.1796722	2641.13471	NA	10
"FL"	"FL011"	0.876802206752688	0.892456789225665	0.861472422047836	0.78804524659812	0.950384286997198	0.862338446627949	0.879524985430042	0.0122421912889439	0.718316355011581	0.703014361124012	61.9980713358989	0.892961394857263	0.757004801602321	0.00230673533191761	9196295	8671104	4399931	4648613	6214521	2604334	700655	5065237	72425	12029082	13307239	4560160	17867399	0.283490450960434	0.00405347191272776	0.0392141575838766	0.255222374560505	39.4104959261278	"Broward"	"FL: Ft. Lauderdale"	173314	6628.81	4998.19	0	0	1904.96	6476.4	7572.72	1504.65	1359.92	30.46	54.45	1275.02	387.91	1279.53	913.56	37948	18	28.4	29.1	24.5	"Florida"	6350.74362	1306.699605	401.6232338	988.3360298	521.8327637	445.8662738	315.86812	2370.517594	NA	12
"FL"	"FL031"	1.13213978576965	1.14164102965095	1.12284223102809	1.14310642221764	1.24422757882705	1.20023199786805	1.09805584280031	0.0232262288968509	1.06779646477656	0.557007209069545	48.9376503988077	1.13844309880948	0.934981187158773	0.00418992167292445	4495654	4229210	2282713	2578998	2855421	1007732	417144	2685721	43109	5578890	8051830	673034	8724864	0.307823823958746	0.00494093661517245	0.0478109458210466	0.0771397697431158	36.994106670316	"Duval"	"FL: Jacksonville"	820070	4459.89	2938.92	0	0	1039.23	4459.39	6949.92	1496.3	147.44	67.39	71.91	8.14	403.49	513.45	962.35	35085	17.3	29.1	31.7	21.9	"Florida"	6350.74362	1306.699605	401.6232338	988.3360298	521.8327637	445.8662738	315.86812	2370.517594	NA	12
"FL"	"FL057"	1.04223248599378	0.991715720326635	1.09479587059967	1.14883977445175	1.1174033203713	1.0668382170985	1.02639185553669	0.0136101713961824	0.97178484133315	0.474664785395074	62.6970620306667	1.04239157474369	1.04125564689579	0.00340139641081283	6407869	6103570	3325464	3591004	4073205	1521766	512345	2231407	72744	9694943	9378691	3132748	12511439	0.178349348943795	0.0058141993099275	0.0409501257209502	0.250390702460364	37.2072136946038	"Hillsborough"	"FL: Tampa"	320346	6235.3	4192.81	0	0	1627.87	6206.07	7029.9	1779.81	263.02	144.65	118.37	0	737.82	1051.16	1280.85	35122	19.2	26.7	29	25.1	"Florida"	6350.74362	1306.699605	401.6232338	988.3360298	521.8327637	445.8662738	315.86812	2370.517594	NA	12
"FL"	"FL073"	0.911702205739446	0.928881503417263	0.894508177006486	0.854091465199605	0.652130518367004	0.831740093225815	0.969913696098958	0.00917775748930993	0.854170306585042	0.236826046416342	76.0681118238077	0.918722468602517	0.604216394562675	0.00709888286891331	1449876	1316579	706905	1013035	772025	274490	93303	873613	10007	1789532	2610622	155833	2766455	0.315787894616034	0.0036172646943471	0.0337265561883349	0.0563294902682314	34.9638194006409	"Leon"	"FL: Tallahassee"	163471	3865.49	2824.52	0	0	911.67	3979.16	6633.27	979.27	67.51	14.3	53.21	0	501.65	737.87	896.71	33544	10.9	18.9	28.5	41.7	"Florida"	6350.74362	1306.699605	401.6232338	988.3360298	521.8327637	445.8662738	315.86812	2370.517594	NA	12
"FL"	"FL086"	0.948246698705693	0.929874229267808	0.966633512336025	0.84752428592327	0.926245413916377	0.888792176854624	0.968823074293549	0.00789354806326884	0.947898744255854	0.561494670149019	103.673975680135	0.91141966153278	0.974040570518752	0.00221908190050182	13096424	12314935	6147270	7149510	8456104	3658475	474243	5017920	80814	19838382	8906174	16505185	25411359	0.197467597069484	0.00318023132883212	0.0186626382319812	0.649519964674066	38.8939246618018	"Miami-Dade"	"FL: Hialeah,FL: Miami"	603666	6607.48181497716	4508.67266140548	0	0	1758.60101609168	6553.29195770509	7197.5849536333	1660.23820854579	871.34	157.76	28.55	685.02	648.9200663612	978.018096762117	1037.42662704211	34071	32.1	22.3	23.9	21.7	"Florida"	6350.74362	1306.699605	401.6232338	988.3360298	521.8327637	445.8662738	315.86812	2370.517594	NA	12
"FL"	"FL095"	0.960349403721665	0.898569930262129	1.02634831236934	1.05386925731319	0.949110959429249	0.916421525563799	0.974813811365148	0.0273479680117946	0.825671213662354	0.41565081243054	32.483353149522	0.96822295488295	0.91719250347979	0.00365826819898394	5947319	5768080	3126729	3763960	3656933	1167777	681871	2649309	71336	8312883	8512729	3202670	11715399	0.226139032908738	0.00608907985122828	0.0582029685886072	0.273372678130724	35.7081280372952	"Orange"	"FL: Orlando"	215457	6517.85	4499.26	0	0	1634.89	6833.91	8010.29	1690.79	166.71	116.51	50.2	0	550.47	1325.76	1297.07	31591	18.2	25.8	29.9	26.1	"Florida"	6350.74362	1306.699605	401.6232338	988.3360298	521.8327637	445.8662738	315.86812	2370.517594	NA	12
